timestamp_utc	tool	raw
2026-08-16T02:24:12+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 185.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65184284672|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:14+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 45.0|GPU[0]  : Temperature (Sensor memory) (C): 38.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65184350208|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:16+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 50.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 447.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 46|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65308721152|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:18+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 42.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 278.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 13|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65308856320|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:20+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 208.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 2|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65308938240|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:22+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 44.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 327.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 31|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309044736|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:24+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 49.0|GPU[0]  : Temperature (Sensor memory) (C): 53.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 507.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 56|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309163520|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:26+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 48.0|GPU[0]  : Temperature (Sensor memory) (C): 45.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 349.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 24|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309294592|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:28+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 42.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 263.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 10|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309401088|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:30+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 242.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 7|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309507584|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:33+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 197.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309548544|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:35+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 202.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 1|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309638656|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:37+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 252.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 9|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309732864|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:39+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 206.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 1|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65309814784|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:41+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 48.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 215.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 3|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65317572608|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:43+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 221.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 4|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65317691392|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:45+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 45.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 342.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 26|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65317814272|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:47+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65317838848|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:49+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 207.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 2|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65317904384|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:51+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 46.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 399.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 46|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65318002688|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:53+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 42.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 317.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 19|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65318088704|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:56+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 198.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65274077184|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:24:58+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 204.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 2|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 65528721408|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:00+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 234.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 3|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 66069512192|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:02+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 39.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 196.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 66744053760|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:04+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 228.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 3|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 164178857984|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:06+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 48.0|GPU[0]  : Temperature (Sensor memory) (C): 43.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 353.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 46|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 164308303872|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:08+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 259.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 29|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 164404436992|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:10+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 254.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 33|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 164445962240|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:12+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 48.0|GPU[0]  : Temperature (Sensor memory) (C): 42.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 351.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 43|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 164454322176|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:14+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 48.0|GPU[0]  : Temperature (Sensor memory) (C): 41.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 301.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 54|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 164487630848|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:16+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 198.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 166076833792|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:19+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 47.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 197.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 166076833792|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:21+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 197.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 0|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 166076833792|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:23+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 46.0|GPU[0]  : Temperature (Sensor memory) (C): 40.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 243.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 6|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 166272253952|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:25+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 49.0|GPU[0]  : Temperature (Sensor memory) (C): 43.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 275.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 16|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 166272303104|==========================================================================================|================================== End of ROCm SMI Log ===================================|
2026-08-16T02:25:27+00:00	rocm-smi	||============================ ROCm System Management Interface ============================|====================================== Temperature =======================================|GPU[0]  : Temperature (Sensor junction) (C): 55.0|GPU[0]  : Temperature (Sensor memory) (C): 53.0|==========================================================================================|=================================== Power Consumption ====================================|GPU[0]  : Current Socket Graphics Package Power (W): 651.0|==========================================================================================|=================================== % time GPU is busy ===================================|GPU[0]  : GPU use (%): 100|==========================================================================================|================================== Memory Usage (Bytes) ==================================|GPU[0]  : VRAM Total Memory (B): 205822885888|GPU[0]  : VRAM Total Used Memory (B): 166287405056|==========================================================================================|================================== End of ROCm SMI Log ===================================|
